순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
459,호수의 란슬롯,,"513,000",0.0%,"1,569,000",79,244,1,2,프랑스,프랑스,,,,드라마,로베르 브레송,
463,한산 리덕스,2022-11-16,"1,014,000",0.0%,"170,273,176",78,"19,392",1,1,한국,한국,(주)빅스톤픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"액션,드라마",김한민,"채강,엄기영,손수호,이상호,민주호,오창후,김형석,구본혁,우혁,김명곤,문숙,이준혁,정준화,황무영,안태준,이의령,안치욱,강병욱,김호연,김태근,고기영,홍윤,박선교,김동훈,서세명,박형준,이진민,이규탁,남현우,윤상원,이지운,문바롬,김태희,김동현,김우현,남상우,김현승,양동혁,오누리,한봄,박재이,김진희,강리안,강보라,김지아,이다혜,김효주,한송희,한상경,김진형,오지훈,이루겸,최홍락,방병현,황성웅,김이담,김경태,김건보,이동빈,유건기,위민국,정동근,최돈학,권용덕,김용준,김한솔,김현우,강성락,이종욱,윤상영,김영호,이건록,장한솔,정현옥,이단,백태민,현직,손대민,김무섭,한동국,황민혁,조현수,김서준,윤승훈,박혜영,박해일,이정태,변요한,안성기,손현주,김성규,김성균,김향기,옥택연,공명,박지환,조재윤,윤제문,박훈,윤진영,김강일,박재민,이서준,김민재,김재영,김구택,손경원,안성봉,이운산,김영웅,공정환,배현성,김대명,정예훈,김한민,김기호,김기환,강신구,김영탁,김공,이재한,정제우,정연,윤대열,김리우,김현태,현봉식,김범석,고한민,문승배,강덕중,서상원,김영찬,배명진,곽민호,김기현,백경선,조재현,이시안,문종호,박인국,이시엽,구자건,이종섭,하영진,왕호영,이상백,이보영"
464,愛憎,,"231,000",0.0%,"10,125,500",77,"4,940",1,6,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,서부극(웨스턴),가족",에드워드 디미트릭,"스펜서 트레이시,로버트 와그너,진 피터스"
464,르 아브르,2011-12-08,"420,000",0.0%,"83,683,000",77,"10,910",1,3,핀란드,"핀란드,프랑스,독일",,찬란,전체관람가,드라마,아키 카우리스마키,"안드레 윔즈,카티 오우티넨,장 피에르 레오"
464,봄 이야기,,"660,500",0.0%,"20,103,000",77,"2,385",1,5,프랑스,프랑스,,(주)영화사 안다미로,12세이상관람가,"코미디,드라마",에릭 로메르,"앤 테이세드레,위그 케스테"
467,"가장 따뜻한 색, 블루",2014-01-16,"688,000",0.0%,"423,296,800",76,"55,649",1,1,프랑스,프랑스,,판씨네마(주),청소년관람불가,"드라마,멜로/로맨스",압델라티프 케시시,"레아 세이두,아델 에그자르코풀로스,살림 케치우셰"
467,디아볼릭,,"490,000",0.0%,"4,914,000",76,"1,786",1,3,프랑스,프랑스,,,,"범죄,스릴러,공포(호러)",앙리 조르주 클루조,"베라 클루조,시몬느 시뇨레"
467,삼등과장,,"228,000",0.0%,"4,405,000",76,"2,175",1,6,한국,한국,,,,"코미디,멜로/로맨스,드라마",이봉래,"김승호,도금봉,황정순,김희갑"
470,시집가는 날,1957-02-11,"225,000",0.0%,"3,226,000",75,"2,106",1,8,한국,한국,,,,"가족,드라마",이병일,조미령
470,지난 해 마리앙바드에서,,"525,000",0.0%,"3,920,000",75,657,1,1,프랑스,"프랑스,이탈리아",,,,"드라마,미스터리,멜로/로맨스",알랭 레네,"델핀 세이릭,사샤 피퇴프,조르지오 알베르타찌"
472,여기도 사람 있어요,2023-03-01,"662,000",0.0%,"662,000",74,74,2,21,한국,한국,김충길 필름,김충길 필름,12세이상관람가,"드라마,코미디",김충길,"김충길,홍지원,이이슬,정회동,한동원,임성균,신연재,안준형,김우현,이사라,김명선,서수찬,박단비,이원진"
472,제9회 스토리업쇼츠 섹션2. 대담한 대담: 실화를 바탕으로 함,,"740,000",0.0%,"740,000",74,74,1,1,한국,한국,,,,기타,,
474,5시부터 7시까지의 클레오,,"525,000",0.0%,"13,528,000",73,"1,834",1,3,프랑스,"프랑스,이탈리아",,(주)영화사 안다미로,,드라마,아녜스 바르다,"코린느 마르샹,앙트완느 부르세이에"
474,여름이야기,1998-06-13,"690,000",0.0%,"28,766,400",73,"3,370",1,4,프랑스,프랑스,,(주)영화사 안다미로,"12세이상관람가,고등학생이상관람가",드라마,에릭 로메르,"아만다 랑글렛,멜빌 푸포"
474,오명,,"712,000",0.0%,"34,869,100",73,"7,191",1,8,미국,미국,,,15세관람가,"멜로/로맨스,스릴러",알프레드 히치콕,"캐리 그랜트,잉그리드 버그만"
477,살인자의 기억법,2017-09-06,"992,000",0.0%,"21,376,279,492",72,"2,658,661",1,1,한국,한국,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,(주)영화사 이창",(주)쇼박스,15세이상관람가,"범죄,스릴러",원신연,"설경구,김남길,설현,오달수,이현명,장정윤,전동성,전동성,전동성,전승표,백연정,백연정,정동석,정동석,유지현,윤선용,추동우,함연주,이종건,박상욱,박상운,전승표,김정영,이병준,김혜윤,최유송,김경민,정인겸,엄지만"
477,오마주,2022-05-26,"592,500",0.0%,"103,127,000",72,"13,591",1,10,한국,한국,(주)준필름,트윈플러스파트너스(주),12세이상관람가,드라마,신수원,"이정은,김현태,권해효,탕준상,고서희,오재이,유순철,이주실,김호정,이상희,정애화,한태일,동효희,신동력,김남우,김정남,임희철,강민서,손종복,김선경,이다영,이명옥,구자은,조우진,윤영우,김은경,오춘환,강민서,장진희,오세인,정영환,김수현"
479,서치,2018-08-29,"491,100",0.0%,"25,295,502,445",71,"2,951,700",1,13,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,아니쉬 차간티,"존 조,데브라 메싱"
479,악의 화원,,"213,000",0.0%,"4,294,500",71,"2,084",1,6,미국,미국,,,,"액션,서부극(웨스턴)",헨리 해서웨이,
481,구혼자,,"452,000",0.0%,"452,000",70,70,1,2,프랑스,프랑스,,,,드라마,,
481,제9회 스토리업쇼츠 섹션1. 우연적 필연,,"700,000",0.0%,"700,000",70,70,1,1,한국,한국,,,,드라마,,
483,멋진 인생,,"138,000",0.0%,"19,797,500",69,"8,684",1,9,미국,미국,,,,"드라마,멜로/로맨스,판타지",프랭크 카프라,"제임스 스튜어트,도나 리드"
483,사랑방 손님과 어머니,,"216,000",0.0%,"9,147,500",69,"4,506",1,6,한국,한국,,,,"드라마,멜로/로맨스",신상옥,"최은희,전영선,김진규,도금봉"
483,산,,"207,000",0.0%,"10,645,500",69,"5,255",1,6,미국,미국,파라마운트 픽쳐스,,,드라마,에드워드 디미트릭,"스펜서 트레이시,로버트 와그너,클레어 트레버"
483,세계를 그대 품안에,,"138,000",0.0%,"25,857,000",69,"12,791",1,9,미국,미국,,,,"액션,어드벤처",라울 월쉬,"앤 블리스,그레고리 펙"
487,초원의 빛,1972-03-18,"136,000",0.0%,"39,571,500",68,"19,484",1,9,미국,미국,워너 브러더스 픽쳐스,,,"멜로/로맨스,드라마",엘리아 카잔,"워렌 비티,나탈리 우드"
488,그녀가 말했다,2022-11-30,"557,000",0.0%,"38,469,300",67,"4,824",1,3,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,마리아 슈라더,"캐리 멀리건,조 카잔,패트리샤 클락슨,안드레 브라우퍼"
488,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,"475,200",0.0%,"4,192,535,275",67,"447,777",1,4,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"강승훈,윤제완","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,소연,김혜성,이장원,사문영,엄상현"
488,"지금, 만나러 갑니다",2005-03-25,"653,000",0.0%,"1,143,643,400",67,"180,591",1,3,일본,일본,도호쿠신샤,"(주)디스테이션,(주)엔케이컨텐츠,롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가,12세관람가","드라마,멜로/로맨스,판타지",도이 노부히로,"다케우치 유코,나카무라 시도"
491,나는 살인청부업자를 고용했다,,"378,000",0.0%,"1,734,000",66,271,1,3,핀란드,핀란드,,,,"드라마,코미디",아키 카우리스마키,장 피에르 레오
491,레베카,,"651,000",0.0%,"49,989,700",66,"6,938",1,5,미국,미국,,,15세이상관람가,"미스터리,멜로/로맨스,스릴러",알프레드 히치콕,"로렌스 올리비에,조안 폰테인,조지 샌더스"
491,모퉁이 가게,,"433,000",0.0%,"5,661,000",66,"2,129",1,1,미국,미국,,,전체관람가,"코미디,멜로/로맨스",에른스트 루비치,"마가렛 설리반,제임스 스튜어트"
491,오즈의 마법사,2012-05-03,"376,000",0.0%,"15,627,500",66,"5,375",1,2,미국,미국,,주식회사 마운틴픽쳐스,전체관람가,"가족,판타지,어드벤처,뮤지컬",빅터 플레밍,주디 갈란드
491,탈옥,,"198,000",0.0%,"3,384,500",66,"1,675",1,6,미국,미국,,,,"드라마,서부극(웨스턴)",데이비드 밀러,"커크 더글라스,지나 롤랜즈"
496,가을이야기,,"482,000",0.0%,"23,963,600",65,"2,826",1,4,프랑스,프랑스,,(주)영화사 안다미로,12세이상관람가,멜로/로맨스,에릭 로메르,"마리 리비에르,베아트리스 로망"
496,마침내 안전!,,"420,000",0.0%,"732,000",65,117,1,2,미국,미국,,,,"코미디,멜로/로맨스","프레드 C. 뉴메이어,샘 테일러",해롤드 로이드
496,블루 재스민,2013-09-25,"590,000",0.0%,"1,061,202,500",65,"144,898",1,14,미국,미국,,(주)인벤트스톤,15세이상관람가,드라마,우디 앨런,"케이트 블란쳇,알렉 볼드윈"
496,어페어 투 리멤버,,"198,000",0.0%,"23,550,500",65,"11,534",1,6,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,멜로/로맨스",레오 맥커레이,"캐리 그랜트,데보라 카,리차드 데닝"
500,미용의 기술,2023-02-17,"324,000",0.0%,"324,000",64,64,5,5,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,성인물(에로),현승우,
501,검은 수선화,,"192,000",0.0%,"15,027,500",63,"7,002",1,6,영국,영국,,,,드라마,"마이클 파웰,에메릭 프레스버거",데보라 카
501,수색자,,"126,000",0.0%,"16,649,000",63,"7,561",1,9,미국,미국,워너 브러더스 픽쳐스,,,"액션,드라마,어드벤처,서부극(웨스턴)",존 포드,"존 웨인,제프리 헌터,나탈리 우드,베라 마일즈"
501,스타비스키,,"403,000",0.0%,"1,573,000",63,285,1,2,이탈리아,"이탈리아,프랑스",신프로덕션,,,드라마,알랭 레네,장 폴 벨몽도
501,올 댓 재즈,,"339,000",0.0%,"2,747,600",63,507,1,2,미국,미국,,,,"코미디,드라마",밥 포세,제시카 랭
505,반짝다큐페스티발 섹션 7,,"549,000",0.0%,"549,000",62,62,1,1,한국,한국,,,,다큐멘터리,,
505,씽2게더,2022-01-05,"372,000",0.0%,"8,196,468,050",62,"885,419",2,2,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,토리 켈리,할시,퍼렐 윌리엄스,보노"
505,프로비던스,,"399,000",0.0%,"399,000",62,62,1,2,프랑스,프랑스,,,,드라마,알랭 레네,더크 보가드
508,동심초,,"122,000",0.0%,"13,591,000",61,"6,807",1,9,한국,한국,,,,드라마,신상옥,"최은희,김진규,엄앵란"
508,벌새,2019-08-29,"426,000",0.0%,"1,203,128,974",61,"148,069",1,5,한국,한국,에피파니(주),"(주)엣나인필름,(주)콘텐츠판다",15세이상관람가,드라마,김보라,"박지후,김새벽,정인기,이승연,박수연,손용범,박서윤,길해연,손상연,설혜인,송경아,백금옥,엄경희,정원자,한승목,류혁진,원다영,곽다은,오명은,권세빈,조시연,권귀빈,박윤희,박윤희,김미향,안민영,엄윤채,김상호,김소현,김수연,이종윤,최수빈,이선주,정혜영,최원경,김종구,정경섭,조혜빈,윤태희,이현주,이연우,김예지,이예림,김채윤,김지원,김정헌,이춘희,이유진,정윤서,최민서,안진현,임세연,손채연,임혜원,안예은,형영선,박수현"
508,서스피션,,"601,000",0.0%,"4,701,000",61,694,1,8,미국,미국,,(주)영화사 안다미로,,"미스터리,스릴러",알프레드 히치콕,"캐리 그랜트,조안 폰테인"
511,베라크루스,1971-02-13,"120,000",0.0%,"23,458,000",60,"11,512",1,9,미국,미국,유나이티드 아티스트,,15세이상관람가,서부극(웨스턴),로버트 알드리치,"버트 랭카스터,게리 쿠퍼"
511,베이비 길들이기,,"120,000",0.0%,"8,134,000",60,"3,461",1,9,미국,미국,RKO 라디오 픽쳐스,,,"가족,멜로/로맨스,코미디",하워드 혹스,"캐리 그랜트,캐서린 헵번"
511,애프터 미투,2022-10-06,"300,000",0.0%,"64,652,698",60,"9,047",1,6,한국,한국,애프터 미투 프로젝트 팀,(주)영화사 그램,15세이상관람가,다큐멘터리,"박소현,이솜이,강유가람,김소람",
511,제25회 한예종 졸업영화제 섹션 18,,"420,000",0.0%,"420,000",60,60,1,1,한국,한국,,,,기타,,
511,제25회 한예종 졸업영화제 섹션 20,,"420,000",0.0%,"420,000",60,60,1,1,한국,한국,,,,기타,,
511,제25회 한예종 졸업영화제 섹션 22,,"420,000",0.0%,"420,000",60,60,1,1,한국,한국,,,,기타,,
511,제25회 한예종 졸업영화제 섹션 24,,"420,000",0.0%,"420,000",60,60,1,1,한국,한국,,,,기타,,
518,다섯 번째 방,,"392,000",0.0%,"480,000",59,74,1,2,한국,한국,,,,다큐멘터리,전찬영,
518,레미제라블,2012-12-19,"583,500",0.0%,"43,186,149,500",59,"5,938,856",2,6,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,톰 후퍼,"휴 잭맨,러셀 크로우,앤 해서웨이,아만다 사이프리드,헬레나 본햄 카터"
518,마담 드...,,"401,000",0.0%,"2,245,000",59,406,1,2,프랑스,프랑스,,,12세이상관람가,드라마,맥스 오퓌스,"찰스 보이어,다니엘 다리우"
518,반짝다큐페스티발 섹션 8,,"528,000",0.0%,"528,000",59,59,1,1,한국,한국,,,,다큐멘터리,,
518,세르지오 레오네: 미국을 발명한 이탈리아인,,"414,000",0.0%,"414,000",59,59,1,2,이탈리아,이탈리아,,,,다큐멘터리,,세르지오 레오네
518,실크 스타킹,,"177,000",0.0%,"4,457,500",59,"2,184",1,6,미국,미국,,,,드라마,루벤 마물리안,"프레드 아스테어,시드 채리스"
518,제25회 한예종 졸업영화제 섹션 17,,"413,000",0.0%,"413,000",59,59,1,1,한국,한국,,,,기타,,
518,제25회 한예종 졸업영화제 섹션 19,,"413,000",0.0%,"413,000",59,59,1,1,한국,한국,,,,기타,,
518,제25회 한예종 졸업영화제 섹션 21,,"413,000",0.0%,"413,000",59,59,1,1,한국,한국,,,,기타,,
518,제25회 한예종 졸업영화제 섹션 23,,"413,000",0.0%,"413,000",59,59,1,1,한국,한국,,,,기타,,
528,리멤버,2022-10-26,"348,000",0.0%,"3,970,165,717",58,"412,836",1,1,한국,한국,(주)영화사 월광,(주)에이스메이커무비웍스,15세이상관람가,드라마,이일형,"이성민,남주혁,박근형,정만식,윤제문,송영창,문창길,박병호,최민철,남문철,양현민,박세현,윤우,박서연,하도권,이승준,박민이,이서준,송유현,하영,김귀선,이창직,남민우,이우성,김우진,한사명,함희수,정순원,김훈만,정영섭,이재혁,조태일,박성현,공경배,황연희,설창희,권범택,남상지,윤기창,박진영,이지유,김율호,강충훈,권반석,구자건,정충구,김민체,배명진,윤세웅,백익남,최솔희,권민경,오유미,이승준,한창현,박충환,서동복,강춘성,배기림,김도경,전두현,김태웅,김성곤,한지호,반혜영,조현수,김해준,이우주,진범일,노희중,한명철,곽나연,백승환,김윤찬,이정철,최기상,김성하,박병관,송경아,박용복,황영수,강종성,김상동,김지현,채승혜,박혜영,정예서,이다정,서호준,김관수,문지현,홍인아,정상현,김홍파,김근영,정한빈"
528,반짝다큐페스티발 섹션 4,,"510,000",0.0%,"510,000",58,58,1,1,한국,한국,,,,다큐멘터리,,
528,아라시 20주년 투어 콘서트 5?20,2022-08-31,"564,000",0.0%,"99,678,000",58,"6,799",1,1,일본,일본,,찬란,전체관람가,공연,츠츠미 유키히코,"오노 사토시,사쿠라이 쇼,아이바 마사키,니노미야 카즈나리,마츠모토 준"
531,얼굴 없는 눈,,"401,000",0.0%,"1,893,000",57,298,1,3,프랑스,프랑스,,,,"드라마,공포(호러),미스터리",조르주 프랑쥐,피에르 브라소
531,죄와 벌,2001-12-29,"319,000",0.0%,"319,000",57,57,1,3,핀란드,핀란드,,㈜영화사 백두대간,15세관람가,드라마,아키 카우리스마키,마티 펠론파
533,이창,,"112,000",0.0%,"30,976,500",56,"6,665",1,9,미국,미국,파라마운트 픽쳐스,(주)영화사 안다미로,,"드라마,범죄,미스터리,스릴러",알프레드 히치콕,
533,제25회 한예종 졸업영화제 섹션 10,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 11,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 12,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 13,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 14,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 15,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 16,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
533,제25회 한예종 졸업영화제 섹션 9,,"392,000",0.0%,"392,000",56,56,1,1,한국,한국,,,,기타,,
542,과거가 없는 남자,2005-10-14,"313,000",0.0%,"17,145,500",55,"2,732",1,4,핀란드,핀란드,판도라 필름프로덕션,(주)영화랑,12세관람가,"코미디,드라마",아키 카우리스마키,"마르꾸 펠톨라,카티 오우티넨"
542,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,2022-11-10,"420,000",0.0%,"234,832,900",55,"21,296",2,11,일본,일본,,(주)애니플러스,12세이상관람가,"애니메이션,액션,판타지",카와노 아야코,"토마츠 하루카,마츠오카 요시츠구"
542,성냥공장 소녀,2001-04-28,"333,000",0.0%,"3,834,000",55,567,1,4,핀란드,핀란드,,,15세관람가,드라마,아키 카우리스마키,베사 비에리코
542,시티 라이트,1989-02-04,"385,000",0.0%,"18,705,500",55,"2,542",1,2,미국,미국,찰리채플린프로덕션,(주)엣나인필름,연소자관람가,"코미디,드라마,멜로/로맨스",찰리 채플린,"버지니아 셰릴,플로렌스 리,해리 마이어스"
542,천국의 그림자,,"322,000",0.0%,"1,950,000",55,297,1,4,핀란드,핀란드,,,,"코미디,멜로/로맨스",아키 카우리스마키,"마티 펠론파,카티 오우티넨"
542,키아라,,"371,000",0.0%,"371,000",55,55,1,2,이탈리아,이탈리아,,,,드라마,,
548,메기,2019-09-26,"367,000",0.0%,"353,954,168",54,"41,863",1,3,한국,한국,"국가인권위원회,2X9HD","(주)엣나인필름,CGV아트하우스",15세이상관람가,"미스터리,코미디",이옥섭,"이주영,문소리,구교환,천우희,박경혜,윤정재,박길수,김민서,안원진,동방우,권해효,김꽃비,오희준,박강섭,임수형,심달기,박종환,던밀스,이주영,이옥섭,유지영,이성례,정향춘,강원,김병수,이천희,임동민,이주영,홍석종,이하은,이찬희,이희웅,이희웅,강수민,권효진,권태원,김형주,나상조,방현용,배은혜,장동식,오경주,오성택,윤지아,이영인,이옥섭,오대창,윤동혁,박종학,한태의,김기현,이준섭,박성은,최희연,김자준,최현지,고미혜,오경주,이은애,양정혁,양다니엘,김호,최연지,문유진,최현지,심달기,장성준,이효정,홍석주,홍석종,홍석희,김지민,이준섭,이겨울,원서영,임찬욱,김세윤,최경빈,장서현,나승현,임동민,이천희,김신정,황혜나,김성곤,김성곤,김영관"
548,식은 죽 먹기,,"354,000",0.0%,"488,000",54,82,1,2,미국,미국,,,,"코미디,뮤지컬",레오 맥커레이,"그루초 막스,하포 막스"
548,행복,,"383,000",0.0%,"8,897,000",54,"1,339",1,3,프랑스,프랑스,,(주)영화사 안다미로,,드라마,아녜스 바르다,"장 클로드 드루오,클레어 드루오"
551,내 미국 삼촌,2005-12-23,"360,000",0.0%,"17,446,000",53,"2,532",1,3,프랑스,프랑스,"티에프원,고몽",㈜영화사 백두대간,15세관람가,드라마,알랭 레네,"제라르 드빠르디유,로제 삐에르"
551,분노,2017-03-30,"506,000",0.0%,"244,549,057",53,"30,266",1,7,일본,일본,,플러스엠 엔터테인먼트,청소년관람불가,스릴러,이상일,"와타나베 켄,모리야마 미라이,마츠야마 켄이치,히로세 스즈,미야자키 아오이,츠마부키 사토시,미우라 타카히로,타카하타 미츠키,이케와키 치즈루,하라 히데코"
551,사랑이 뭘까,2020-04-09,"529,000",0.0%,"46,870,480",53,"5,245",1,2,일본,일본,,(주)엣나인필름,15세이상관람가,"멜로/로맨스,드라마",이마이즈미 리키야,"키시이 유키노,나리타 료,에구치 노리코"
554,개선문,,"104,000",0.0%,"6,760,500",52,"3,516",1,4,미국,미국,,,,"드라마,멜로/로맨스",루이스 마일스톤,"잉그리드 버그만,찰스 보이어"
554,나의 이웃 히틀러,2023-03-30,"292,000",0.0%,"292,000",52,52,5,6,이스라엘,"이스라엘,콜롬비아,폴란드",,주식회사 루믹스미디어,12세이상관람가,"코미디,드라마",,
554,레닌그라드 카우보이 미국에 가다,1996-05-18,"318,000",0.0%,"5,142,500",52,792,1,4,핀란드,핀란드,,,중학생이상관람가,코미디,아키 카우리스마키,마티 펠론파
554,마티아스와 막심,2020-07-23,"404,000",0.0%,"113,396,420",52,"12,623",1,1,캐나다,캐나다,,(주)엣나인필름,15세이상관람가,드라마,자비에 돌란,"자비에 돌란,가브리엘 달메이다 프레이타스"
554,엘머 갠트리,,"158,000",0.0%,"11,488,500",52,"5,459",1,4,미국,미국,,,,"드라마,멜로/로맨스",리차드 브룩스,"버트 랭커스터,장 시몬즈"
559,아리엘,,"286,000",0.0%,"1,866,000",51,286,1,4,핀란드,핀란드,,,,"범죄,멜로/로맨스",아키 카우리스마키,마티 펠론파
559,애정,,"102,000",0.0%,"6,710,000",51,"3,285",1,4,미국,미국,메트로-골드윈-마이어,,,"드라마,가족",클라렌스 브라운,그레고리 펙
559,"햄릿, 장사를 떠나다",,"282,000",0.0%,"282,000",51,51,1,3,핀란드,핀란드,,,,"코미디,드라마,멜로/로맨스",아키 카우리스마키,카티 오우티넨
559,황금광 시대,1990-02-17,"340,000",0.0%,"11,688,000",51,"3,065",1,2,미국,미국,찰리채플린프로덕션,(주)엣나인필름,중학생이상관람가,"어드벤처,코미디,가족",찰리 채플린,"찰리 채플린,맥 스웨인,톰 머레이,조지아 헤일"
559,황혼의 빛,2006-12-14,"277,000",0.0%,"6,543,500",51,972,1,2,핀란드,핀란드,,(주)스폰지이엔티,12세이상관람가,드라마,아키 카우리스마키,"얀 히티아이넨,마리아 예르벤헬미"
559,희망의 건너편,,"293,000",0.0%,"1,355,000",51,200,1,3,핀란드,"핀란드,독일",,,,"코미디,드라마",아키 카우리스마키,"사카리 쿠오스마넨,빌레 버타넨"
565,견자단의 용호무사,2023-01-26,"250,000",0.0%,"250,000",50,50,5,5,중국,중국,,비케이 시네윈,12세이상관람가,다큐멘터리,,"홍금보,견자단,원화평"
565,공민정 배우 단편선,,"379,000",0.0%,"379,000",50,50,1,1,한국,한국,,,,기타,,
565,인생의 종착역,,"100,000",0.0%,"1,503,000",50,744,1,4,미국,미국,이십세기폭스필름코퍼레이션,,,"코미디,드라마","헨리 해서웨이,하워드 혹스,헨리 킹,헨리 코스터,진 네글레스코","프레드 알렌,앤 박스터,지네 크레인,팔리 그레인저,찰스 로튼,오스카 레번,마릴린 몬로,프레드 알렌"
565,태안,2022-10-06,"400,000",0.0%,"11,424,099",50,"1,386",1,1,한국,한국,레드무비,레드무비,15세이상관람가,다큐멘터리,구자환,
565,헤이지니&럭키강이 비밀의 문,2022-12-01,"250,000",0.0%,"134,240,363",50,"14,528",5,6,한국,한국,(주)영화사 그램,"(주)영화사 그램,(주)플레이그램",전체관람가,"공연,가족,뮤지컬",안진성,
570,디모: 벚꽃의 소리,2022-12-01,"342,500",0.0%,"3,435,096",49,466,3,22,일본,일본,,(주)미디어캐슬,전체관람가,"애니메이션,뮤지컬,판타지",,
570,야간문,,"98,000",0.0%,"5,372,000",49,"2,615",1,6,프랑스,프랑스,,,,"전쟁,드라마",마르셀 카르네,"피에르 브라소,세르주 레지아니,이브 몽땅"
572,개미대왕,,"311,000",0.0%,"311,000",48,48,1,2,이탈리아,이탈리아,,,,드라마,지아니 아멜리오,엘리오 게르마노
572,마담 보바리,,"101,000",0.0%,"4,324,000",48,"1,641",1,6,미국,미국,,,,,빈센트 미넬리,"제니퍼 존스,제임스 메이슨,반 헤플린"
572,밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,"288,000",0.0%,"1,546,813,340",48,"182,414",1,1,미국,"미국,캐나다",,(주)홈초이스,15세이상관람가,드라마,제이 로치,"샤를리즈 테론,니콜 키드먼,마고 로비"
572,스타탄생,,"259,000",0.0%,"1,388,000",48,500,1,2,미국,미국,,,,"뮤지컬,멜로/로맨스",조지 쿠커,"주디 갈란드,제임스 메이슨,잭 카슨"
576,비상착륙,,"94,000",0.0%,"6,004,000",47,"2,541",1,4,미국,미국,워너 브러더스 픽쳐스,,,"액션,드라마,어드벤처",윌리엄 A. 웰만,"존 웨인,클레어 트레버,로레인 데이,로버트 스택,잔 스털링"
577,상록수,1961-09-20,"92,000",0.0%,"8,506,000",46,"4,235",1,6,한국,한국,신필름,,기타,드라마,신상옥,"허장강,최은희"
578,거대한 서부,1972-10-20,"90,000",0.0%,"4,107,500",45,"1,940",1,6,미국,미국,유나이티드 아티스트,,,서부극(웨스턴),윌리엄 와일러,"진 시몬스,그레고리 펙"
578,모어,2022-06-23,"448,000",0.0%,"96,234,900",45,"11,358",1,1,한국,한국,,(주)엣나인필름,15세이상관람가,다큐멘터리,이일하,"예브게니 슈테판,존 카메론 밋첼,모지민"
578,모자산책,2022-11-17,"94,000",0.0%,"1,044,000",45,235,1,28,한국,한국,(주)와우,하준사,12세이상관람가,드라마,조성규,"이상훈,정연주,이성종,이주실,윤예희,김다현,김혜나,백익남,김홍택,박경옥,주재윤,박상준,박미영,민재웅,이성순,오지성,이용민,설윤정,박영찬"
578,정복의 길,,"90,000",0.0%,"711,000",45,353,1,4,미국,미국,,,,"어드벤처,드라마",헨리 킹,"타이론 파워,진 피터스"
578,캐롤,2016-02-04,"401,000",0.0%,"2,937,243,435",45,"355,691",2,5,미국,"미국,영국",,CGV아트하우스,청소년관람불가,드라마,토드 헤인즈,"케이트 블란쳇,루니 마라,카일 챈들러,제이크 레이시,사라 폴슨"
583,데스티네이션 도쿄,,"88,000",0.0%,"3,301,000",44,"1,648",1,4,미국,미국,,,,"어드벤처,전쟁,SF",델머 데이비스,"캐리 그랜트,존 가필드"
583,러브 어페어,,"282,000",0.0%,"687,000",44,116,1,1,미국,미국,,,12세관람가,"코미디,드라마,멜로/로맨스",레오 맥커레이,"아이린 던,찰스 보이어"
583,무한궤도 (가면속의 거짓말),2023-03-29,"440,000",0.0%,"440,000",44,44,1,1,한국,한국,스마일픽쳐스,스마일픽쳐스,15세이상관람가,범죄,김문옥,"최다형,박효근,정인철,박보근,박태현,박흥열,김류경,장영희,한미래,임미소"
